MTGDATE,RESID
2009-01-01,0.035340872618469965
2009-02-01,0.0
2009-03-01,-0.01236719268397346
2009-04-01,-0.11971641359560728
2009-05-01,0.0
2009-06-01,0.06562472455567242
2009-07-01,0.0
2009-08-01,0.02301076239602398
2009-09-01,-0.07346472505271201
2009-10-01,0.0
2009-11-01,-0.09900957284815956
2009-12-01,0.38233996570783635
2010-01-01,-0.12679420233010505
2010-02-01,0.0
2010-03-01,-0.0180380179274664
2010-04-01,0.018189395653809427
2010-05-01,0.0
2010-06-01,-0.09059908562345598
2010-07-01,0.0
2010-08-01,-0.10999947187576657
2010-09-01,0.0454593847649942
2010-10-01,0.0
2010-11-01,0.08813802345222238
2010-12-01,0.0697884582660072
2011-01-01,-0.007089988672275324
2011-02-01,0.0
2011-03-01,0.0558914238534595
2011-04-01,-0.006829158507978619
2011-05-01,0.0
2011-06-01,0.29615877528008383
2011-07-01,0.0
2011-08-01,-0.07446303658246219
2011-09-01,-0.03166183404073881
2011-10-01,0.0
2011-11-01,0.05921089684847397
2011-12-01,-0.03091412201880317
2012-01-01,-0.10786702386107748
2012-02-01,0.0
2012-03-01,0.03226807924101335
2012-04-01,-0.04604495534484422
2012-05-01,0.0
2012-06-01,0.0064855322684781724
2012-07-01,0.0
2012-08-01,-0.05941639509240973
2012-09-01,0.04246138110327713
2012-10-01,0.01949420220835164
2012-11-01,0.0
2012-12-01,-0.007521158871216306
2013-01-01,-0.08981986212968332
2013-02-01,0.0
2013-03-01,0.12884814844469394
2013-04-01,0.0
2013-05-01,0.13639985140265415
2013-06-01,0.07423284580563552
2013-07-01,-0.39928723660330795
2013-08-01,0.0
2013-09-01,0.028023989410272676
2013-10-01,-0.04497683185105534
2013-11-01,0.0
2013-12-01,-0.11171477046033843
2014-01-01,-0.17667571623536973
2014-02-01,0.0
2014-03-01,-0.07847581886197638
2014-04-01,-0.16946563046184654
2014-05-01,0.0
2014-06-01,0.14168273811679422
2014-07-01,-0.07225635807619239
2014-08-01,0.0
2014-09-01,0.045166119473738914
2014-10-01,-0.22353147565896778
2014-11-01,0.0
2014-12-01,0.3289443822548125
2015-01-01,-0.0775347319483749
2015-02-01,0.0
2015-03-01,0.07305075500120693
2015-04-01,0.14205132305094428
2015-05-01,0.0
2015-06-01,0.0555327713983302
2015-07-01,-0.017342658796115823
2015-08-01,0.0
2015-09-01,-0.020062426987822762
2015-10-01,0.013913714626860696
2015-11-01,0.0
2015-12-01,0.09523135579585831
